n_total,n_diabetiques,Recall,FPR,CI_TPR,CI_FPR,TP,FN,FP,TN,pos_rate,pvalue_adj,Alerte_Recall,Sous-groupe,DI
19075,2707,0.7699,0.2661,0.0159,0.0068,2084,623,4355,12013,0.3376,1.0,False,Femmes,0.8299
15347,2558,0.7752,0.3331,0.0162,0.0082,1983,575,4260,8529,0.4068,1.0,False,Hommes,1.0
