timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-15T01:27:11,codecarbon,940dec77-95f1-4739-a664-bb33bf29f567,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.5312312000023667,4.4028076633986365e-07,1.7393937240480126e-07,3.9443876047500006,0.0,10.0,2.223379088585044e-06,0.0,5.633305833341891e-06,7.856684921926935e-06,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.14.2,3.2.6,4,AMD Ryzen 3 3250U with Radeon Graphics,0,,2.0176,48.7719,13.939495086669922,machine,0.0,0,86.2,12.017047882080078,N,1.0,0.0
2026-04-15T06:33:33,codecarbon,d93149db-32ed-4592-b501-ed5509d13191,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.8001809999987017,8.511433612635479e-07,3.039601230291694e-07,13.820732285999998,0.0,10.0,8.81551761731648e-06,0.0,6.3728933333348125e-06,1.5188410950651293e-05,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26200-SP0,3.14.2,3.2.6,4,AMD Ryzen 3 3250U with Radeon Graphics,0,,2.0176,48.7719,13.939495086669922,machine,0.0,0,88.4,12.319843292236328,N,1.0,0.0
